,Title,Author,Score,Ratings,Published
3734,Physics of the Impossible,Michio Kaku,4.09,38594,2008
3735,Marvel Comics: A Manga Tribute,Marvel Comics,4.25,8,2023
3736,"What Happened To You?: Conversations on Trauma, Resilience, and Healing",Bruce D. Perry,4.46,62907,2021
3737,The Great Divorce,C.S. Lewis,4.3,141113,1946
3738,Sorrow and Bliss,Meg Mason,4.13,83999,2020
3739,The Pale-Faced Lie,David   Crow,4.29,22178,2019
3740,Counting Lost Stars,Kim van Alkemade,4.17,126,2023
3741,"The Flavor Bible: The Essential Guide to Culinary Creativity, Based on the Wisdom of America's Most Imaginative Chefs",Andrew Dornenburg,4.02,21090,2008
3742,Elsewhere,Dean Koontz,4.13,18720,2020
3743,とんがり帽子のアトリエ 11 [Tongari Bōshi no Atelier 11],Kamome Shirahama,4.59,416,2022
3744,The Boys from Biloxi,John Grisham,4.1,63880,2022
3745,Lessons in Chemistry,Bonnie Garmus,4.33,727284,2022
3746,"Kitchen Garden Revival: A modern guide to creating a stylish, small-scale, low-maintenance, edible garden",Nicole Johnsey Burke,4.05,482,2020
3747,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,3.95,253706,2013
3748,"Kingdom of the Wicked (Kingdom of the Wicked, #1)",Kerri Maniscalco,3.92,222385,2020
3749,How to Kiss Your Grumpy Boss (Hawthorne Brothers #2),Jenny Proctor,4.12,2765,2022
3750,The Jetsetters,Amanda Eyre Ward,3.09,50345,2020
3751,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,3.64,132113,2003
3752,What an Owl Knows: The New Science of the World&#39;s Most Enigmatic Birds,Jennifer Ackerman,4.26,341,2023
3753,Wrony,Petra Dvořáková,4.42,17943,2020
3754,"And Break the Pretty Kings (Sacred Bone, #1)",Lena Jeong,3.47,165,2023
3755,"A Voice in the Wind (Mark of the Lion, #1)",Francine Rivers,4.56,90426,1993
3756,"Her, Too",Bonnie Kistler,3.9,237,2023
3757,"Weston: A Billionaire&#39;s Game Novel (Billionaire&#39;s Game series, #2)",Samantha Whiskey,4.18,1358,2023
3758,Clarity &amp; Connection,Yung Pueblo,4.31,8484,2019
3759,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,3.83,561488,2013
3760,"Speak: Find Your Voice, Trust Your Gut, and Get from Where You Are to Where You Want to Be",Tunde Oyeneyin,4.32,7903,2022
3761,100 Days of Sunlight,Abbie Emmons,4.21,6177,2019
3762,The Twisted Ones: An Afk Book (Five Nights at Freddy&#39;s Graphic Novel 2): Volume 2,Christopher Hastings,4.16,1483,2021
3763,"Saga, Volume 3",Brian K. Vaughan,4.49,92831,2014
3764,Why Not Me?,Mindy Kaling,3.91,211530,2015
3765,Gone Girl,Gillian Flynn,4.12,2924938,2012
3766,"악역의 엔딩은 죽음뿐 1 (Villains are Destined to Die, Vol. 1)",Gyeoeul Gwon,4.52,2393,2021
3767,Tales of a Female Nomad: Living at Large in the World,Rita Golden Gelman,3.84,16699,2001
3768,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.46,1000403,2017
3769,"Random Acts of Medicine: The Hidden Forces That Sway Doctors, Impact Patients, and Shape Our Health",Anupam B. Jena,3.72,127,2023
3770,The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,4.19,35043,2009
3771,Maeve Fly,C.J. Leede,3.95,2240,2023
3772,The Magnificent Lives of Marjorie Post,Allison Pataki,4.16,35060,2022
3773,Lapvona,Ottessa Moshfegh,3.54,38243,2022
3774,Mantras &amp; Minotaurs (Leviathan Fitness #3),Ashley Bennett,4.42,1119,2023
3775,"The Man with the Silver Saab (Detective Varg, #3)",Alexander McCall Smith,4.03,2327,2021
3776,The Skull,Jon Klassen,4.26,1144,2023
3777,System Change (System Universe #1),SunriseCV,4.44,4677,2022
3778,"Attack on Titan, Vol. 3 (Attack on Titan, #3)",Hajime Isayama,4.46,31383,2010
3779,"Hello, Molly!: A Memoir",Molly Shannon,4.13,31108,2022
3780,"Finale (Caraval, #3)",Stephanie Garber,4.2,140783,2019
3781,Accidental Bride (Legally Bound Duet Book 1),Cristina Lollabrigida,4.19,32,2023
3782,They Called Us Enemy,George Takei,4.42,39680,2019
3783,Quietly Hostile: Essays,Samantha Irby,3.86,6824,2023
3784,Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert,3.95,200690,2015
3785,One Last Stop,Casey McQuiston,3.95,202981,2021
3786,The Damages,Genevieve  Scott,3.85,95,2023
3787,Mary Ventura and the Ninth Kingdom,Sylvia Plath,3.98,10409,2019
3788,Timelines of Nature: From Mountains and Glaciers to Mayflies and Marsupials,D.K. Publishing,4.91,11,2023
3789,"The Selection (The Selection, #1)",Kiera Cass,4.09,1445668,2012
3790,"The Giver (The Giver, #1)",Lois Lowry,4.12,2328482,1993
3791,Bullshit Jobs: A Theory,David Graeber,4.04,22035,2018
3792,The Crow Valley Karaoke Championships,Ali Bryan,3.78,122,2023
3793,"Wayward Son (Simon Snow, #2)",Rainbow Rowell,3.92,100603,2019
3794,The Institution,Helen Sarah Fields,4.08,1827,2023
3795,Death on the Beach (Retired Detectives Club #3),Steph Broadribb,4.39,418,2023
3796,Fablehouse,E.L. Norry,3.97,68,2023
3797,Il est grand temps de rallumer les étoiles,Virginie Grimaldi,4.23,8541,2018
3798,Riding the Iron Rooster,Paul Theroux,4.03,9007,1988
3799,Becoming Mrs. Lewis,Patti Callahan Henry,4.05,38256,2018
3800,"My Life in Full: Work, Family, and Our Future",Indra  Nooyi,4.26,6522,2021
3801,Fairy Tale,Stephen King,4.14,165090,2022
3802,Enchantment: Awakening Wonder in an Anxious Age,Katherine May,3.7,4318,2023
3803,Love Me Do,Lindsey Kelk,4.2,576,2023
3804,The Forest of Vanishing Stars,Kristin Harmel,4.26,59614,2021
3805,Hyperfocus: How to Be More Productive in a World of Distraction,Chris   Bailey,3.9,7207,2018
3806,鬼滅の刃 20 [Kimetsu no Yaiba 20],Koyoharu Gotouge,4.67,9360,2020
3807,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,4.34,729597,2019
3808,The People&#39;s Hospital: Hope and Peril in American Medicine,Ricardo Nuila,4.38,731,2020
3809,A Likeable Woman,May Cobb,3.55,656,2023
3810,Ciao For Now,Kate Bromley,3.67,1653,2023
3811,Dead Eleven,Jimmy Juliano,3.89,1579,2023
3812,Holy Moments: A handbook for the rest of your life,Matthew Kelly,3.98,2297,2022
3813,The Second Murderer: A Philip Marlowe Novel,Denise Mina,4.22,87,2023
3814,When Breath Becomes Air,Paul Kalanithi,4.39,610760,2016
3815,Bob,Wendy Mass,4.06,10270,2018
3816,The Key,Kathryn Hughes,4.28,15694,2018
3817,The Invention of Wings,Sue Monk Kidd,4.25,306677,2014
3818,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,4.42,120805,1992
3819,Kind of Hindu,Mindy Kaling,4.18,12918,2020
3820,Group: How One Therapist and a Circle of Strangers Saved My Life,Christie Tate,3.81,45965,2020
3821,Lanny,Max Porter,4.06,24910,2019
3822,Kalpsizler,Kerilynn Wilson,4.13,389,2023
3823,Salt to the Sea,Ruta Sepetys,4.36,193824,2016
3824,Tipping the Velvet,Sarah Waters,4.04,68205,1998
3825,Holy Bible: New International Version,Anonymous,4.6,84157,1455
3826,"Chain of Gold (The Last Hours, #1)",Cassandra Clare,4.41,94933,2020
3827,Chłopki: Opowieść o naszych babkach,Joanna Kuciel-Frydryszak,4.51,880,2023
3828,Einstein: His Life and Universe,Walter Isaacson,4.16,176821,2007
3829,"The Midsummer Bride (The Dead Lands, #4)",Kati Wilde,3.84,45,2023
3830,Psy (Alien Castaways #3; Intergalactic Dating Agency),Cara Bristol,4.31,321,2020
3831,"The Workweek Lunch Cookbook: Easy, Delicious Meals to Meal Prep, Pack and Take On the Go",Talia Koren,3.85,92,2022
3832,"The Mysterious Affair at Styles (Hercule Poirot, #1)",Agatha Christie,4.0,388921,1920
3833,Pequena Coreografia do Adeus,Aline Bei,4.39,5142,2021
3834,I Pucking Love You (The Copper Valley Thrusters #5),Pippa Grant,4.48,4901,2021
3835,Linked,Gordon Korman,4.2,4864,2021
3836,"Claws and Contrivances (Regency Dragons, #2)",Stephanie Burgis,4.59,115,2023
3837,The Practice of Groundedness: A Transformative Path to Success That Feeds—Not Crushes—Your Soul,Brad Stulberg,4.13,2208,2021
3838,Golden Girl,Reem Faruqi,4.07,937,2022
3839,The Sun Also Rises,Ernest Hemingway,3.8,426503,1926
3840,Trust the Plan: The Rise of QAnon and the Conspiracy That Unhinged America,William Sommer,4.14,1923,2023
3841,"The Redbreast (Harry Hole, #3)",Jo Nesbø,3.94,99728,2000
3842,Deception Point,Dan Brown,3.75,654872,2001
3843,Doom Guy: Life in First Person,John Romero,4.32,136,2023
3844,The Structure of Scientific Revolutions,Thomas S. Kuhn,4.03,26294,1962
3845,"Dinosaurs, Disasters &amp; Albert Einswine (Dino Magic, #1)",Sedona Ashe,4.3,1309,2023
3846,Life in Five Senses: How Exploring the Senses Got Me Out of My Head and Into the World,Gretchen Rubin,3.87,2619,2023
3847,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,4.08,581328,2011
3848,"The Butcher and the Wren (The Butcher and the Wren, #1)",Alaina Urquhart,3.72,40660,2022
3849,Never Split the Difference: Negotiating as if Your Life Depended on It,Chris Voss,4.37,137619,2016
3850,Yumi and the Nightmare Painter,Brandon Sanderson,4.59,10516,2023
3851,The Second Ending,Michelle   Hoffman,4.0,1262,2023
3852,Rana Joon and the One and Only Now,Shideh Etaat,4.13,55,2023
3853,"In Her Sights (Pink Pistol Sisterhood, #1)",Karen Witemeyer,4.47,599,2023
3854,"Moi les hommes, je les déteste",Pauline Harmange,3.83,9901,2020
3855,The Secrets of Us,Lucinda Berry,3.94,32802,2021
3856,The Velveteen Rabbit,Margery Williams Bianco,4.3,252164,1922
3857,Bruce and the Legend of Soggy Hollow (Mother Bruce Series),Ryan T.  Higgins,4.27,91,2023
3858,Do Epic Shit,Ankur Warikoo,3.81,6074,2021
3859,The Strength In Our Scars,Bianca Sparacino,4.09,8527,2018
3860,"Diper Överlöde (Diary of a Wimpy Kid, #17)",Jeff Kinney,4.07,6193,2022
3861,All Quiet on the Western Front,Erich Maria Remarque,4.06,436065,1928
3862,The Boat Trip,Heather J. Fitt,4.23,136,2023
3863,Wild Spaces,S.L. Coney,4.0,168,2023
3864,"You Can Die (Laurel Snow, #3)",Rebecca Zanetti,4.42,760,2023
3865,The Ship Beneath the Ice: The Discovery of Shackleton&#39;s Endurance,Mensun Bound,4.22,610,2022
3866,Near Miss (Stone Barrington #64),Stuart Woods,4.22,2781,2023
3867,Cat Kid Comic Club,Dav Pilkey,4.03,27154,2020
3868,The Prenup,Arianne Richmonde,4.06,159,2023
3869,"Charlotte Illes Is Not a Detective (Not a Detective Mysteries, #1)",Katie Siegel,3.56,650,2023
3870,"First Grave on the Right (Charley Davidson, #1)",Darynda Jones,4.03,85765,2011
3871,The Discreet Charm of the Big Bad Wolf (Detective Varg #4),Alexander McCall Smith,4.32,78,2023
3872,"Ouran High School Host Club, Vol. 2 (Ouran High School Host Club, #2)",Bisco Hatori,4.44,20229,2003
3873,Camp Zero,Michelle Min Sterling,3.22,10296,2023
3874,All the Beauty in the World: The Metropolitan Museum of Art and Me,Patrick Bringley,4.14,3365,2023
3875,The Complete Maus,Art Spiegelman,4.57,205422,1980
3876,The House of Wolves,James Patterson,4.23,14380,2023
3877,"Their Perfect Omega (Omega Match, #2)",Maya Nicole,4.17,1849,2023
3878,That Will Never Work: The Birth of Netflix and the Amazing Life of an Idea,Marc Randolph,4.21,13560,2019
3879,Cabin Fever: The Harrowing Journey of a Cruise Ship at the Dawn of a Pandemic,Michael Smith,4.23,1845,2022
3880,"A Psalm for the Wild-Built (Monk &amp; Robot, #1)",Becky  Chambers,4.29,74691,2021
3881,Memoirs of a Geisha,Arthur Golden,4.14,1946557,1997
3882,"Pippi Longstocking (Pippi Långstrump, #1)",Astrid Lindgren,4.15,201179,1945
3883,Shy,Max Porter,3.78,2947,2023
3884,The Body in the Library,Agatha Christie,3.83,98509,1942
3885,The Husband's Secret,Liane Moriarty,3.95,648346,2015
3886,How to Honeymoon Alone,Olivia Hayle,4.19,4125,2023
3887,Why Has Nobody Told Me This Before?,Julie      Smith,3.92,18270,2022
3888,Where Starlight Burns (Nova Moss Chronicles Book 1),Alicia Haberski,3.71,42,2023
3889,Spider-Man: The Lost Hunt (Spider-Man: The Lost Hunt (2022-2023)),J.M. DeMatteis,3.42,43,2023
3890,The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,Robert Iger,4.42,75137,2019
3891,In a Sunburned Country,Bill Bryson,4.07,108224,2000
3892,Ringmaster: Vince McMahon and the Unmaking of America,Abraham Riesman,3.77,830,2023
3893,"Trust Me (Evidence: Under Fire, #2)",Rachel  Grant,4.47,391,2023
3894,The Christie Affair,Nina de Gramont,3.73,67538,2022
3895,My Evil Mother,Margaret Atwood,3.91,67881,2022
3896,Scout Is Not a Band Kid,Jade Armstrong,4.0,1296,2022
3897,Fluke,Adriana Locke,4.22,3626,2023
3898,Knowing God,J.I. Packer,4.31,55840,1973
3899,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Sam Kean,3.92,49684,2010
3900,The Surgeon,Leslie Wolfe,4.04,13095,2023
3901,The Seven Moons of Maali Almeida,Shehan Karunatilaka,3.97,24596,2022
3902,The America's Test Kitchen Family Cookbook,America's Test Kitchen,4.16,18563,2005
3903,I&#39;ll Stop the World,Lauren Thoman,4.01,9756,2023
3904,"The Book Woman&#39;s Daughter (The Book Woman of Troublesome Creek, #2)",Kim Michele Richardson,4.23,50738,2022
3905,The Hotel Nantucket,Elin Hilderbrand,4.09,167036,2022
3906,"Flaggermusmannen (Harry Hole, #1)",Jo Nesbø,3.56,111841,1997
3907,"Beartown (Beartown, #1)",Fredrik Backman,4.29,381132,2016
3908,Snow Crash,Neal Stephenson,4.02,271764,1992
3909,Silent Bones (Kelly Porter #11),Rachel Lynch,4.59,185,2023
3910,The Blame Game,Sandie Jones,3.31,7255,2022
3911,Rome and Persia: The Seven Hundred Year Rivalry,Adrian Goldsworthy,4.25,12,2023
3912,Pretty Girls,Karin Slaughter,4.04,301010,2015
3913,The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.11,704891,2010
3914,The Power of Regret: How Looking Backward Moves Us Forward,Daniel H. Pink,3.85,10070,2022
3915,"Keeper of Enchanted Rooms (Whimbrel House, #1)",Charlie N. Holmberg,4.24,25405,2022
3916,Feelings: A Story in Seasons,Manjit Thapp,4.19,2686,2021
3917,Will,Will Smith,4.27,59335,2021
3918,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",C.S. Lewis,4.27,624678,1956
3919,The Braid Girls,Sherri Winston,3.84,64,2023
3920,"Love on Target (Pink Pistol Sisterhood, #2)",Shanna Hatfield,4.63,399,2023
3921,"Finding Perfect (Hopeless, #2.6)",Colleen Hoover,4.18,48422,2019
3922,"Good as Gold (Giltmaker, #1)",Sarina Bowen,4.12,2859,2023
3923,Mickey Chambers Shakes It Up,Charish Reid,4.04,305,2023
3924,"A Thread of Violence: A Story of Truth, Invention, and Murder",Mark    O\'Connell,3.93,250,2023
3925,"The Lazy Genius Way: Embrace What Matters, Ditch What Doesn&#39;t, and Get Stuff Done",Kendra Adachi,4.15,21043,2020
3926,"Traveling with Gentlemen (Tempting Monsters, #1.1)",Kathryn  Moon,4.38,66,2023
3927,"If Not, Winter: Fragments of Sappho",Sappho,4.44,15849,2002
3928,"Magical Midlife Madness (Leveling Up, #1)",K.F. Breene,4.22,32027,2020
3929,The London Séance Society,Sarah Penner,3.5,29484,2023
3930,The Cruise,Caroline James,4.26,3028,2023
3931,Critique of Pure Reason,Immanuel Kant,3.96,34539,1781
3932,"Falling Embers (Tattered &amp; Torn, #2)",Catherine Cowles,4.19,7528,2022
3933,"One Little Lie (The Pelican Harbor, #1)",Colleen Coble,4.09,6907,2020
3934,Slime,David Walliams,4.24,2953,2020
3935,Breakfast at Tiffany&#39;s and Three Stories,Truman Capote,3.85,254618,1958
3936,The Door of No Return,Kwame Alexander,4.37,4127,2022
3937,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,4.12,218310,2017
3938,This Is How We Do It: A Pep Talk,Kevin  Hart,4.08,3300,2022
3939,"Doctor Sleep (The Shining, #2)",Stephen King,4.13,247598,2013
3940,Sarah's Key,Tatiana de Rosnay,4.17,465662,2006
3941,"Orphan Train Escape (Hearts on the Rails, #1)",Rachel Wesson,4.26,6078,2018
3942,My Other Half,Neya B,4.23,91,2023
3943,"American Gods (American Gods, #1)",Neil Gaiman,4.11,894611,2001
3944,Jana Goes Wild,Farah Heron,3.54,1099,2023
3945,After Death,Dean Koontz,4.2,2686,2023
3946,I'll Give You the Sun,Jandy Nelson,4.16,324792,2014
3947,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,4.19,140466,2016
3948,"Something is Killing the Children, Vol. 4",James Tynion IV,4.45,3814,2022
3949,Pet,Catherine Chidgey,4.28,238,2023
3950,Artfully Yours,Joanna Lowell,3.71,799,2023
3951,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,3.98,1165628,1962
3952,The Interpretation of Dreams,Sigmund Freud,3.84,71323,1899
3953,Barefoot Contessa Back to Basics,Ina Garten,4.08,35316,2008
3954,أنا قادم أيها الضوء,محمد أبو الغيط,4.75,1383,2022
3955,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,3.72,354211,1958
3956,The Nice Guy,Sarah A. Denzil,3.87,1191,2023
3957,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,4.11,137874,2015
3958,Falling Upward: A Spirituality for the Two Halves of Life,Richard Rohr,4.22,14979,2004
3959,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,4.26,236655,1989
3960,The Stand,Stephen King,4.35,731251,1978
3961,21 Lessons for the 21st Century,Yuval Noah Harari,4.17,147733,2018
3962,Trouble,Lex Croucher,4.29,220,2023
3963,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,4.44,2385770,1996
3964,Star Wars: The High Republic - The Blade,Charles Soule,4.05,199,2023
3965,"To Kill a Kingdom (Hundred Kingdoms, #1)",Alexandra Christo,3.76,166766,2018
3966,The Art of Travel,Alain de Botton,3.83,23328,2002
3967,"Lover Revealed (Black Dagger Brotherhood, #4)",J.R. Ward,4.29,134381,2007
3968,Lowbridge,Lucy Campbell,4.01,149,2023
3969,"The Bride Test (The Kiss Quotient, #2)",Helen Hoang,3.84,152604,2019
3970,Clark &amp; Lex,Brendan Reichs,3.4,62,2023
3971,ゆびさきと恋々 6 [Yubisaki to Renren 6],Suu Morishita,4.47,1548,2022
3972,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,4.0,153505,2001
3973,Teaching My Mother How to Give Birth,Warsan Shire,4.25,19411,2011
3974,"Endure: How to Work Hard, Outlast, and Keep Hammering",Cameron R. Hanes,4.07,4594,2022
3975,Made for Me (Made For #1),Natasha Madison,4.27,2938,2022
3976,No Longer Human,Osamu Dazai,4.03,121458,1948
3977,Vacationland,Meg Mitchell Moore,3.74,10959,2022
3978,"Defiance of the Fall 9 (Defiance of the Fall, #9)",TheFirstDefier,4.54,2781,2023
3979,Modern Romance,Aziz Ansari,3.81,184042,2015
3980,Quantum Radio,A.G. Riddle,4.16,7750,2023
3981,The Importance of Being Earnest,Oscar Wilde,4.18,355620,1895
3982,"I&#39;ll Just Date Myself (Gator Bait MC, #7)",Lani Lynn Vale,4.58,1070,2023
3983,Big Little Lies,Liane Moriarty,4.31,957843,2014
3984,The Moon Represents My Heart,Pim Wangtechawat,3.78,211,2023
3985,"The Bullet That Missed (Thursday Murder Club, #3)",Richard Osman,4.41,112359,2022
3986,"Foundation (Foundation, #1)",Isaac Asimov,4.17,513549,1951
3987,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,4.16,189607,2017
3988,Artisan Bread in Five Minutes a Day: The Discovery That Revolutionizes Home Baking,Jeff Hertzberg,3.92,26375,2007
3989,NOS4A2,Joe Hill,4.08,122863,2013
3990,Someone Who Isn’t Me,Geoff Rickly,4.84,104,2023
3991,The Martian,Andy Weir,4.41,1059380,2011
3992,The BFG,Roald Dahl,4.23,462860,1982
3993,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.24,1056752,2006
3994,"Dungeon Crawler Carl (Dungeon Crawler Carl, #1)",Matt Dinniman,4.56,11901,2020
3995,The Book of Cold Cases,Simone St. James,3.79,97642,2022
3996,The Art of Gathering: How We Meet and Why It Matters,Priya Parker,4.0,16511,2018
3997,We Had to Remove This Post,Hanna Bervoets,2.98,16872,2021
3998,鬼滅の刃 12 [Kimetsu no Yaiba 12],Koyoharu Gotouge,4.48,11918,2018
3999,Titles Ruin Everything: A Stream of Consciousness,Aubrey Graham,2.51,276,2023
4000,All Your Perfects,Colleen Hoover,4.09,484988,2018
4001,The 48 Laws of Power,Robert Greene,4.15,128851,1998
4002,Koningin van de onderwereld,Bea Fitzgerald,4.26,733,2023
4003,"Slave to Sensation (Psy-Changeling, #1)",Nalini Singh,4.09,72232,2006
4004,In Limbo,Deb JJ Lee,4.23,1855,2023
4005,"Light Bringer (Red Rising Saga, #6)",Pierce Brown,4.78,4081,2023
4006,Land Sickness,Nikolaj Schultz,3.92,62,2023
4007,"These Infinite Threads (This Woven Kingdom, #2)",Tahereh Mafi,4.17,12644,2023
4008,Ghost Train to the Eastern Star,Paul Theroux,4.05,6825,2008
4009,"The Body in the Castle Well (Bruno, Chief of Police, #12)",Martin  Walker,4.16,4788,2019
4010,Matilda,Roald Dahl,4.33,887552,1988
4011,Northranger,Rey Terciero,4.16,867,2023
4012,How to Draw Cute Stuff: A Step-by-Step Drawing Guide for Kids,Catherine V. Holmes,4.5,4,2023
4013,A Man Called Ove,Fredrik Backman,4.38,944959,2012
4014,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Rolf Potts,3.95,25076,2002
4015,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,Deepak Chopra,4.15,71073,1993
4016,"Jacques Pépin Art of the Chicken: A Master Chef&#39;s Paintings, Stories, and Recipes of the Humble Bird",Jacques Pépin,4.42,342,2022
4017,Hunger: A Memoir of (My) Body,Roxane Gay,4.18,105779,2017
4018,The Viper,John Verdon,3.94,216,2023
4019,Caffeine: How Caffeine Created the Modern World,Michael Pollan,3.72,16396,2020
4020,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,4.62,3521620,2007
4021,Maybe There Are Witches,Jude Atwood,4.64,39,2023
4022,夜桜さんちの大作戦 18 [Yozakura-san Chi no Daisakusen 18],Hitsuji Gondaira,3.67,3,2023
4023,Fair Play: A Game-Changing Solution for When You Have Too Much to Do,Eve Rodsky,3.52,15243,2019
4024,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,4.27,23144,2023
4025,Inquisitor: Rise of the Red Blade,Delilah S. Dawson,4.5,393,2023
4026,"Hendrix (Pittsburgh Titans, #7)",Sawyer Bennett,4.19,1163,2023
4027,Closer Baby Closer,Savannah   Brown,4.3,333,2023
4028,The Unsinkable Greta James,Jennifer E. Smith,3.88,28740,2022
4029,"The Dragon Republic (The Poppy War, #2)",R.F. Kuang,4.39,88145,2019
4030,Understanding Comics: The Invisible Art,Scott McCloud,4.0,119970,1993
4031,The Women of the Bible Speak: The Wisdom of 16 Women and Their Lessons for Today,Shannon Bream,4.33,3920,2021
4032,アルスラーン戦記 19 [Arslan Senki 19],Hiromu Arakawa,4.0,3,2023
4033,"Paradise (DS Walker, #2)",Patricia Wolf,4.35,3135,2023
4034,The Art of Happiness,Dalai Lama XIV,4.17,113143,1998
4035,"Desert Star (Renée Ballard, #5; Harry Bosch Universe, #36)",Michael Connelly,4.52,54523,2022
4036,Ripe,Sarah Rose Etter,3.84,1631,2023
4037,The Killer&#39;s Wife,Susan Furlong,4.4,40,2023
4038,Supper Club,Jackie Morrow,3.48,464,2022
4039,"The Ghosts of Trappist (NeoG, 3)",K.B. Wagers,4.31,94,2023
4040,The House at the End of the World,Dean Koontz,4.08,21756,2023
4041,Not By Blood,Chris  Narozny,3.55,129,2023
4042,Stay Out Of The Tub!!  (Custer Falls Extreme Horror #2),D.W. Hitz,4.24,66,2023
4043,Everyone Worth Knowing,Lauren Weisberger,3.43,78450,2005
4044,"Immortal Longings (Flesh and False Gods, #1)",Chloe Gong,3.7,3928,2023
4045,Bonk: The Curious Coupling of Science and Sex,Mary Roach,3.85,57186,2008
4046,The Case for Keto: Rethinking Weight Control and the Science and Practice of Low-Carb/High-Fat Eating,Gary Taubes,4.28,2033,2020
4047,The Great Believers,Rebecca Makkai,4.27,119737,2018
4048,"Sisters of the Vast Black (Our Lady of Endless Worlds, #1)",Lina Rather,4.05,3443,2019
4049,"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,4.2,261650,1932
4050,"Captive Prince (Captive Prince, #1)",C.S. Pacat,3.81,87614,2013
4051,"The Atlas Six (The Atlas, #1)",Olivie Blake,3.66,155020,2020
4052,"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,4.05,320518,1981
4053,What If Everybody Thought That?,Ellen Javernick,3.65,539,2019
4054,"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,4.12,255521,2004
4055,Three Things I Know Are True,Betty Culley,4.08,2305,2020
4056,"Red Roulette: An Insider&#39;s Story of Wealth, Power, Corruption and Vengeance in Today&#39;s China",Desmond Shum,3.91,4579,2021
4057,"Death Note, Vol. 7: Zero (Death Note, #7)",Tsugumi Ohba,4.44,26688,2005
4058,Someone Else&#39;s Shoes,Jojo Moyes,4.0,99494,2023
4059,"The Six Deaths of the Saint (Into Shadow, #3)",Alix E. Harrow,4.36,8730,2022
4060,Disobedient,Elizabeth Fremantle,4.5,40,2023
4061,Crazy Love: Overwhelmed by a Relentless God,Francis Chan,4.16,178947,2008
4062,The Maid&#39;s Diary,Loreth Anne White,4.3,38163,2023
4063,"Paper Girls, Volume 1",Brian K. Vaughan,3.88,96162,2016
4064,"Black River (Rose Riley, #1)",Matthew Spencer,3.96,5685,2022
4065,The Beasts of Paris,Stef Penney,3.95,62,2023
4066,"Capture the Sun (Starlight&#39;s Shadow, #3)",Jessie Mihalik,3.84,1216,2023
4067,Must Love Flowers,Debbie Macomber,4.35,2028,2023
4068,The Venice Sketchbook,Rhys Bowen,4.24,71820,2021
4069,Mary Anne&#39;s Bad Luck Mystery,Ann M. Martin,4.07,1610,2022
4070,とつくにの少女 5 [Totsukuni no shōjo 5],Nagabe,4.24,5050,2018
4071,Rip it Up and Start Again,Simon Reynolds,4.08,8293,2005
4072,Color and Light: A Guide for the Realist Painter (Volume 2) (James Gurney Art),James Gurney,4.21,13162,2010
4073,"Shanghai Immortal (Shanghai Immortal, #1)",A.Y. Chao,3.52,908,2023
4074,Don&#39;t Tell Anybody the Secrets I Told You: A Memoir,Lucinda Williams,4.05,1576,2023
4075,Nightmare Island,Shakirah Bourne,4.05,57,2023
4076,Evergreens,Liam Brown,4.25,36,2023
4077,Hope,Andrew Ridker,3.92,152,2023
4078,Le Mage du Kremlin,Giuliano da Empoli,4.19,3671,2022
4079,Beauty and the Demon (Hell Bent #5),Aurora Ascher,4.58,165,2023
4080,Batman vs. Robin,Mark Waid,3.6,110,2023
4081,Please Kill Me: The Uncensored Oral History of Punk,Legs McNeil,4.18,32914,1996
