Id,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Universe
16672,Mister Prast ,Public,Bad,Brown,Grey,Male,Yes,3,"2007, August",Marvel
16673,Barbican ,Secret,Bad,Black,Black,Male,No,4,"2000, May",Marvel
16674,Will Jones ,Secret,Bad,Blue,Blond,Male,No,1,"1989, October",DC
16675,Eva Slougart ,Public,Good,Blue,Brown,Female,Yes,2,"1995, March",Marvel
16676,Giganto ,Non-dual,Bad,Red,No,Male,Yes,12,"1961, November",Marvel
16677,Prime Mover ,Secret,Bad,Blue,No,Unknown,Yes,7,"1968, April",Marvel
16678,Valtorr ,Secret,Neutral,Yellow,Grey,Unknown,Yes,3,"1993, January",Marvel
16679,Daisy ,Secret,Bad,Yellow,Blond,Female,Yes,2,"2007, June",Marvel
16680,Susan King ,Secret,Neutral,Green,Blond,Female,Yes,18,"1987, September",DC
16681,Sadie Frickett ,Non-dual,Neutral,Blue,Red,Female,Yes,5,"1981, January",Marvel
16682,Gavin ,Public,Bad,Brown,Blond,Male,No,1,"2009, July",Marvel
16683,Vaalu ,Non-dual,Neutral,Red,No,Male,Yes,1,"1987, April",Marvel
16684,Lois ,Public,Bad,Blue,Red,Female,No,4,"1986, April",Marvel
16685,Warwick Jamieson ,Non-dual,Neutral,Blue,Bald,Male,Yes,1,"1998, April",Marvel
16686,Ted ,Secret,Good,Brown,Blond,Male,Yes,2,"1963, March",Marvel
16687,Yuriko Oyama ,Secret,Bad,Brown,Black,Female,Yes,99,"1983, August",Marvel
16688,Plisken ,Non-dual,Good,Black,Brown,Unknown,Yes,1,"1996, February",Marvel
16689,Mercedes Merced ,Secret,Neutral,Brown,Black,Female,Yes,4,"2010, November",Marvel
16690,Primus ,Secret,Neutral,Yellow,No,Male,Yes,16,"1977, May",Marvel
16691,Kruul ,Secret,Good,Black,Blond,Male,No,1,"2011, September",DC
16692,Jenet Klyburn ,Public,Good,Blue,Red,Female,Yes,40,"1976, October",DC
16693,Hans Leckter ,Secret,Bad,Blue,Blond,Male,No,16,"1990, June",DC
16694,Whip ,Non-dual,Bad,Brown,Bald,Unknown,No,1,"1943, July",Marvel
16695,Wandor ,Public,Bad,White,Black,Unknown,Yes,1,"1993, January",Marvel
16696,Cary St. Lawrence ,Public,Good,Brown,Black,Female,Yes,9,"1996, October",Marvel
16697,Mzee ,Secret,Bad,Yellow,No,Male,Yes,6,"2012, December",Marvel
16698,Janice Porter ,Public,Bad,Blue,Blond,Female,No,13,"1999, December",DC
16699,Atlan ,Public,Good,Blue,Blond,Male,Yes,32,"1990, July",DC
16700,Irwin Hall ,Public,Good,Blue,Grey,Male,Yes,18,"1968, June",DC
16701,Max Mercury ,Secret,Good,Blue,Grey,Male,Yes,183,"1940, November",DC
16702,Symbionic Man ,Public,Neutral,Brown,Black,Male,Yes,1,"1976, February",Marvel
16703,Cobweb ,Secret,Bad,Blue,Brown,Male,No,1,"1991, June",Marvel
16704,Mitsu-Bishi ,Public,Bad,Blue,Brown,Male,Yes,5,"1986, July",DC
16705,Sssesthugar ,Non-dual,Bad,Hazel,Black,Male,No,7,"1975, December",Marvel
16706,Cassandra Cartland ,Public,Bad,Green,Brown,Female,Yes,6,"1997, February",DC
16707,Singa ,Public,Bad,Blue,Black,Male,No,1,"1941, March",Marvel
16708,Erica Fortune ,Public,Bad,Blue,Blond,Female,Yes,13,"1988, January",Marvel
16709,James Lucas ,Non-dual,Neutral,Brown,Black,Male,Yes,14,"1992, June",Marvel
16710,Rick Barron ,Public,Good,White,Red,Male,Yes,3,"1995, August",Marvel
16711,Orestez Natchios ,Public,Bad,Brown,Black,Male,No,6,"1995, May",Marvel
16712,Deborah Summers ,Secret,Good,Blue,Brown,Female,Yes,6,"1983, November",Marvel
16713,Zenith ,Secret,Neutral,Red,Bald,Male,Yes,1,"1990, June",Marvel
16714,Myrmidon ,Non-dual,Good,Blue,Black,Unknown,Yes,1,"1970, September",Marvel
16715,Operative 12 ,Secret,Bad,Black,Black,Male,No,1,"1971, October",Marvel
16716,Caradoc ,Public,Good,Black,Brown,Male,Yes,1,"2005, May",DC
16717,Agony ,Non-dual,Neutral,White,Bald,Genderless,Yes,14,"1993, May",Marvel
16718,Stanley Hale ,Non-dual,Bad,Brown,Grey,Male,Yes,10,"1988, October",DC
16719,Dana Tan ,Public,Good,Black,Black,Female,Yes,1,"2010, October",DC
16720,Fred Bentson ,Secret,Bad,Blue,Blond,Male,Yes,14,"1994, July",DC
16721,Professor Grimm ,Non-dual,Bad,Green,Black,Male,No,1,"1949, February",Marvel
16722,Colin Muldowney ,Public,Neutral,Blue,Black,Male,Yes,2,"1997, February",Marvel
16723,Black Snake ,Secret,Bad,Black,Blond,Male,No,1,"1944, May",Marvel
16724,Joel Drake ,Secret,Good,Brown,Brown,Male,Yes,2,"1984, December",Marvel
16725,Oxymoron ,Secret,Good,Blue,Brown,Male,Yes,1,"2010, December",DC
16726,Tancredo Carezzi ,Secret,Good,Blue,Blond,Male,Yes,1,"1975, August",Marvel
16727,Karthon ,Public,Good,Brown,Black,Male,Yes,10,"1969, February",Marvel
16728,Jenny ,Public,Good,Blue,Grey,Female,Yes,7,"1949, March",Marvel
16729,Officer Ryan ,Public,Good,Brown,White,Male,Yes,7,"1943, December",Marvel
16730,Gro ,Secret,Neutral,Brown,Blond,Female,Yes,3,"2002, July",Marvel
16731,Lucia Page ,Public,Neutral,Blue,Blue,Female,No,3,"2006, February",Marvel
16732,Floyd Barstow ,Secret,Bad,Blue,Black,Male,No,4,"1996, October",DC
16733,Mictlantecuhtli ,Non-dual,Neutral,Blue,Bald,Male,Yes,1,"2009, September",Marvel
16734,William Robert Reilly ,Public,Neutral,Blue,Blond,Male,No,37,"2001, August",Marvel
16735,Mister Lightning ,Public,Bad,Blue,Black,Male,Yes,1,"1963, June",Marvel
16736,Jesse Chambers ,Public,Good,Blue,Blond,Female,Yes,228,"1992, August",DC
16737,Korath ,Non-dual,Bad,Black,Brown,Male,No,2,"1983, May",Marvel
16738,Tragg ,Public,Neutral,Brown,Bald,Male,Yes,2,"1974, May",Marvel
16739,Sardanus ,Secret,Bad,Blue,Blue,Male,No,1,"1975, July",Marvel
16740,Neal Saroyan ,Public,Neutral,Blue,Black,Male,No,18,"1991, September",Marvel
16741,Asano Kimura ,Secret,Good,Brown,Black,Male,No,2,"1982, September",Marvel
16742,Geoffrey Barron ,Secret,Good,Brown,Black,Male,Yes,27,"1993, November",DC
16743,Alton Vibereaux ,Public,Bad,Blue,Black,Male,Yes,18,"1984, September",Marvel
16744,Jim Arsdale ,Non-dual,Good,White,Brown,Male,No,1,"1973, November",Marvel
16745,King of Castle Island ,Secret,Bad,Brown,Brown,Male,No,1,"1943, March",Marvel
16746,Bloody Baron ,Secret,Bad,Blue,Black,Male,No,1,"1943, September",Marvel
16747,Genrami ,Public,Bad,Blue,Black,Male,No,1,"1945, October",Marvel
16748,Nicholas Galtry ,Public,Bad,Brown,Auburn,Male,Yes,11,"1965, December",DC
16749,Aviva Weinberg ,Public,Good,Green,Brown,Female,Yes,10,"2000, March",DC
16750,Cecilia Johnson ,Public,Neutral,Yellow,Blond,Female,Yes,1,"1941, December",Marvel
16751,Iron Monk ,Secret,Bad,Brown,No,Male,No,1,"1996, December",Marvel
16752,Kate Neville ,Public,Good,Blue,Grey,Female,Yes,1,"1988, October",Marvel
16753,"Gary Concord, Jr. ",Secret,Good,Brown,Blond,Male,Yes,13,"1939, November",DC
16754,Peredur ,Public,Good,Brown,Blond,Male,Yes,2,"2005, May",DC
16755,Robin Hood ,Public,Good,Brown,Brown,Male,Yes,28,"1938, January",DC
16756,Zorba ,Public,Bad,Red,Brown,Male,Yes,6,"1978, September",Marvel
16757,Red Mask ,Secret,Bad,Grey,Brown,Male,No,1,"1989, January",DC
16758,Robert Paine ,Secret,Good,Black,Black,Male,No,12,"2000, March",Marvel
16759,Michael Collins ,Secret,Good,Brown,Brown,Male,Yes,93,"1990, July",Marvel
16760,Simon Hurt ,Secret,Bad,Brown,Brown,Male,Yes,32,"1963, June",DC
16761,Michael Stockton ,Secret,Bad,Blue,Bald,Male,Yes,16,"1972, July",Marvel
16762,Saguri ,Secret,Bad,Green,Red,Female,No,6,"2002, September",Marvel
16763,Jerrie Rathaway ,Public,Bad,Black,Red,Female,Yes,1,"1989, November",DC
16764,Katherine Ainsley-Jones ,Non-dual,Bad,Blue,Black,Female,Yes,3,"1993, September",Marvel
16765,Lady Styx ,Public,Bad,Yellow,Black,Female,Yes,19,"2006, September",DC
16766,James Howlett ,Secret,Bad,Blue,Black,Male,Yes,6,"1992, June",Marvel
16767,Mongo Ironhand ,Public,Good,Green,White,Male,Yes,12,"1979, December",DC
16768,Mary Brown ,Secret,Bad,Green,Brown,Female,Yes,5,"1984, May",Marvel
16769,Nick Gaynor ,Public,Bad,Red,Black,Male,Yes,1,"1948, September",Marvel
16770,Brute IV ,Secret,Bad,Blue,Black,Male,Yes,2,"2010, October",DC
16771,Kestrel ,Public,Bad,Blue,Blond,Female,Yes,6,"2004, November",Marvel
16772,Amanda Beckett ,Secret,Bad,Yellow,Black,Female,Yes,7,"2009, October",DC
16773,Clifton Joseph ,Secret,Good,Brown,Black,Male,Yes,11,"1993, January",Marvel
16774,Shiera Sanders ,Secret,Good,Brown,Red,Female,Yes,219,"1940, January",DC
16775,Freakshow ,Secret,Good,Blue,Blond,Male,Yes,13,"2004, July",Marvel
16776,Terrence Berg ,Secret,Neutral,Brown,Blond,Male,Yes,12,"2000, October",DC
16777,Diesel ,Secret,Bad,Brown,Grey,Male,Yes,1,"2010, February",DC
16778,Forsung ,Secret,Bad,Brown,Black,Male,Yes,6,"1967, August",Marvel
16779,Muramasa ,Public,Bad,Brown,Black,Male,Yes,6,"1988, November",Marvel
16780,Warzone ,Public,Bad,Variable,Black,Male,Yes,1,"1994, March",Marvel
16781,Rask ,Public,Good,Blue,Red,Male,Yes,6,"1989, August",Marvel
16782,Jongalt ,Public,Good,Brown,White,Male,Yes,2,"1994, July",Marvel
16783,Rama Kushna ,Public,Neutral,Black,Black,Female,Yes,42,"1967, October",DC
16784,Donald Callahan ,Secret,Bad,White,No,Male,Yes,23,"2000, April",Marvel
16785,Carlos deSilva ,Secret,Good,Black,Black,Male,Yes,5,"1993, October",Marvel
16786,Rowregyynac ,Secret,Bad,Blue,Bald,Male,Yes,3,"1974, November",Marvel
16787,Basil Thorpe ,Secret,Bad,Red,Brown,Male,Yes,2,"1985, November",Marvel
16788,Kenneth Ward ,Secret,Good,Green,Blond,Male,No,2,"1969, November",Marvel
16789,Robert Castell ,Public,Neutral,Brown,Black,Male,Yes,2,"2006, June",DC
16790,Alloroc ,Public,Good,Brown,White,Male,Yes,3,"1990, March",DC
16791,Cyclops ,Secret,Neutral,One,Bald,Male,Yes,1,"1962, December",Marvel
16792,Peter Farley ,Public,Good,Blue,Black,Male,Yes,2,"1984, January",DC
16793,Pandarus of Lycia ,Public,Good,Blue,Brown,Male,Yes,2,"1979, November",Marvel
16794,Bonehead ,Public,Bad,Brown,Bald,Male,Yes,2,"1989, April",Marvel
16795,Avery Twombey ,Public,Bad,Blue,White,Male,No,4,"1993, March",DC
16796,Fifty-One ,Secret,Good,Blue,Black,Male,Yes,3,"2012, September",Marvel
16797,Myrna Hayden ,Public,Good,Blue,Red,Female,Yes,3,"1984, July",DC
16798,Nickel ,Public,Bad,Orange,No,Unknown,Yes,2,"1997, October",Marvel
16799,Jonathan Rickman ,Public,Bad,Black,No,Male,No,2,"1999, September",Marvel
16800,Darian Elliott ,Secret,Good,Brown,Black,Male,No,10,"2001, December",Marvel
16801,Vance Astrovik ,Public,Good,Hazel,Brown,Male,Yes,290,"1975, July",Marvel
16802,Apalala ,Public,Good,Brown,Black,Male,Yes,3,"2008, May",DC
16803,King Ra-Man ,Public,Neutral,Blue,Black,Male,Yes,13,"1965, July",DC
16804,Konstantin Rasputin ,Public,Good,Brown,No,Male,No,1,"2005, November",Marvel
16805,Colossus ,Secret,Bad,Brown,Brown,Male,Yes,4,"1964, August",Marvel
16806,Brad Davis ,Public,Good,Black,Blond,Male,Yes,1,"1979, January",Marvel
16807,Manta ,Public,Neutral,White,No,Female,Yes,48,"1980, September",Marvel
16808,Samuel Par\u00e9 ,Secret,Good,Black,No,Male,No,28,"2002, October",Marvel
16809,Tuan ,Public,Neutral,Black,Black,Male,Yes,7,"1976, February",Marvel
16810,Purple Hayes ,Secret,Good,Blue,Brown,Female,Yes,9,"1990, September",Marvel
16811,Edward Culhaney ,Non-dual,Neutral,Red,Black,Male,No,1,"1975, May",Marvel
16812,Jerry Dash ,Public,Good,Compound,Blond,Male,Yes,5,"1942, April",Marvel
16813,Erik Hanson ,Secret,Bad,Blue,Blond,Male,Yes,1,"2006, September",DC
16814,Gavyn ,Secret,Good,Blue,Blond,Male,Yes,44,"1980, January",DC
16815,Rick Rojatt ,Secret,Good,Blue,Black,Male,Yes,19,"1977, September",Marvel
16816,Zona Rosa ,Secret,Good,Blue,Blond,Female,Yes,1,"1995, August",Marvel
16817,Yuri Rashnikov ,Public,Bad,White,Brown,Male,Yes,1,"1983, May",DC
16818,Mantis ,Public,Bad,Blue,No,Female,Yes,4,"1996, December",Marvel
16819,Samuel Register ,Secret,Bad,Black,White,Male,Yes,7,"2004, September",DC
16820,Marguerita ,Secret,Bad,Blue,White,Female,No,3,"1973, November",Marvel
16821,Donald Sample ,Public,Good,Blue,Brown,Male,No,10,"1972, May",Marvel
16822,Maurice Grauline ,Public,Bad,Blue,Brown,Male,Yes,1,"1994, February",Marvel
16823,William Gunn ,Public,Good,Green,White,Male,No,9,"1941, December",DC
16824,John Crutherss ,Public,Bad,Purple,White,Male,No,1,"1941, June",Marvel
16825,Paul Hazlett ,Secret,Bad,Brown,Auburn,Male,Yes,1,"1990, May",Marvel
16826,Ashley Kafka ,Non-dual,Good,Blue,Black,Female,No,65,"1991, July",Marvel
16827,Matthew Michaelis ,Public,Bad,Blue,Brown,Male,No,5,"1987, March",DC
16828,Jinx ,Secret,Bad,Purple,Brown,Female,Yes,30,"1985, August",DC
16829,Kyle Abbot ,Public,Neutral,Brown,Black,Male,Yes,15,"2000, April",DC
16830,Lynx II ,Secret,Neutral,Amber,Black,Female,Yes,11,"2008, December",DC
16831,Christine Fenton ,Public,Good,Green,Blond,Female,Yes,12,"1987, August",DC
16832,Karl Kraft ,Public,Bad,Photocellular,Bald,Male,Yes,1,"1944, March",Marvel
16833,Wendigo ,Secret,Bad,Green,White,Unknown,Yes,3,"2009, January",Marvel
16834,Mr. Meer ,Public,Good,Blue,Black,Male,Yes,2,"1991, October",Marvel
16835,Great Darkness ,Public,Bad,Green,Brown,Unknown,Yes,4,"1986, June",DC
16836,Tullk Ul-Zyn ,Secret,Bad,Blue,No,Male,No,2,"2006, June",Marvel
16837,Sylvia Kandrey ,Secret,Good,Blue,Red,Female,Yes,8,"1988, November",DC
16838,Iskelior ,Non-dual,Bad,White,Blond,Female,Yes,2,"1993, October",Marvel
16839,Blackwulf ,Secret,Neutral,Red,White,Male,Yes,15,"1994, March",Marvel
16840,Moses Lwanga ,Secret,Good,Brown,Black,Male,Yes,21,"2008, December",DC
16841,Michael J. Fox ,Public,Neutral,Green,Brown,Male,Yes,1,"1988, February",Marvel
16842,Rhaya ,Public,Good,Blue,Brown,Female,No,1,"1941, March",Marvel
16843,Lee Broder ,Secret,Bad,Blue,Blond,Male,No,3,"1998, October",Marvel
16844,Hector Ramirez ,Secret,Good,Black,Black,Male,No,1,"1997, April",DC
16845,Mayzen ,Non-dual,Good,Blue,Brown,Male,No,1,"2010, November",Marvel
16846,Matatoa ,Secret,Bad,Black,Blond,Male,Yes,2,"2001, June",DC
16847,Serina Grant ,Public,Good,Blue,White,Female,Yes,3,"1990, April",DC
16848,Andreas von Strucker ,Secret,Neutral,Blue,Blond,Male,No,93,"1985, June",Marvel
16849,Maximilian Stone ,Secret,Good,Blue,Bald,Male,Yes,2,"1993, November",Marvel
16850,Hannibal King ,Non-dual,Good,Brown,Brown,Male,Yes,75,"1974, October",Marvel
16851,Katinka ,Non-dual,Bad,Black,White,Female,Yes,1,"1991, November",Marvel
16852,Kenneth Barnett ,Public,Good,Brown,Blond,Male,Yes,14,"1982, March",Marvel
16853,Decay ,Secret,Bad,Violet,Red,Female,Yes,10,"1987, April",DC
16854,Cyanide Jane ,Secret,Good,Blue,White,Female,Yes,2,"2000, November",Marvel
16855,Doug Johnson ,Public,Good,Brown,Black,Male,No,13,"1942, December",Marvel
16856,Jasper Bateman ,Secret,Bad,White,Brown,Male,No,2,"2010, July",Marvel
16857,Chuck Self ,Public,Bad,Red,Black,Male,Yes,1,"2002, October",Marvel
16858,Helmuth Zemo ,Public,Bad,Blue,Brown,Male,No,1,"2007, May",Marvel
16859,Jack Bascomb ,Public,Bad,Blue,Brown,Male,Yes,2,"1989, December",Marvel
16860,Angela Hawkins III ,Secret,Bad,Green,Black,Female,Yes,59,"1981, December",DC
16861,Barnaby Wade ,Public,Neutral,White,Grey,Male,Yes,1,"1957, April",Marvel
16862,Shatter ,Secret,Neutral,Yellow,No,Male,Yes,6,"2002, June",Marvel
16863,Joshua Foley ,Secret,Good,Blue,Blond,Male,Yes,101,"2003, November",Marvel
16864,Firebomb ,Public,Bad,Yellow,No,Male,Yes,1,"1995, April",DC
16865,General von Savage ,Public,Bad,White,White,Male,No,1,"1944, March",Marvel
16866,Lord Karnaj ,Secret,Bad,Brown,Black,Male,Yes,2,"1974, September",Marvel
16867,Sunspot ,Secret,Bad,Black,Brown,Male,Yes,1,"1987, March",DC
16868,Darthartheen ,Secret,Bad,Brown,Brown,Female,Yes,1,1992,DC
16869,Queen of the Sub-Sea Realm ,Secret,Bad,Brown,Red,Female,No,1,"1954, June",Marvel
16870,Ivan Trevkov ,Public,Bad,Black,Bald,Male,No,11,"1992, June",Marvel
16871,Father of All Worlds ,Secret,Bad,Blue,Brown,Male,Yes,1,"1975, April",Marvel
16872,Tara Markov ,Secret,Good,Blue,Blond,Female,No,110,1991,DC
16873,Marc Dale ,Public,Neutral,Black,Black,Male,Yes,1,"2003, April",Marvel
16874,Little Cloud ,Public,Good,Brown,Black,Female,Yes,1,"2006, September",Marvel
16875,Dennis Golembuski ,Secret,Bad,Blue,White,Male,Yes,5,"2002, August",Marvel
16876,Gruenhilda ,Non-dual,Good,Blue,Red,Female,Yes,5,"2011, January",Marvel
16877,Debra ,Public,Neutral,Brown,Brown,Female,Yes,1,"1999, October",Marvel
16878,Alysha Grant ,Public,Good,Blue,Blond,Female,Yes,13,"2009, June",DC
16879,Blackbeard ,Secret,Bad,Brown,Black,Male,Yes,1,"1948, February",Marvel
16880,Shang-Chi ,Non-dual,Good,Brown,Black,Male,Yes,296,"1973, December",Marvel
16881,Steven Brockman ,Public,Bad,Black,Brown,Male,Yes,1,"1986, December",DC
16882,Raymonde Belmonde ,Public,Good,Brown,Brown,Male,No,4,"1984, February",Marvel
16883,Zachary Zor ,Secret,Bad,Green,Black,Male,Yes,7,"1940, May",DC
16884,Langford Terrill ,Secret,Good,Blue,Blond,Male,Yes,59,"1940, September",DC
16885,Jack Rollins ,Secret,Good,Blue,Brown,Male,Yes,2,"1988, October",Marvel
16886,Chidi ,Public,Good,Brown,Black,Female,Yes,8,"1994, November",DC
16887,Bibbo Bibbowski ,Public,Good,Grey,Grey,Male,Yes,67,"1987, May",DC
16888,Tim Skelly ,Public,Bad,Black,Black,Male,Yes,1,"1941, April",Marvel
16889,Fabian Marechal-Julbin ,Secret,Bad,Blue,Brown,Male,No,16,"1991, March",Marvel
16890,Orifice ,Secret,Neutral,White,Black,Male,Yes,1,"2002, September",Marvel
16891,Richard Easton ,Public,Neutral,Black,Grey,Male,Yes,3,"1983, August",Marvel
16892,Mark Sheppard ,Secret,Good,Blue,Black,Male,No,9,"2004, June",Marvel
16893,General Obsidian ,Secret,Bad,Black,No,Male,Yes,5,"1994, November",Marvel
16894,Stewart Ward ,Secret,Bad,Brown,Brown,Male,Yes,20,"1999, January",Marvel
16895,Alt ,Non-dual,Good,Brown,Black,Male,No,2,"1943, April",Marvel
16896,Boris Bullski ,Public,Bad,Blue,Grey,Male,No,3,"1997, July",Marvel
16897,Pixie ,Secret,Good,Blue,Red,Female,Yes,18,"2000, March",Marvel
16898,Wernher von Blitzschlag ,Public,Neutral,Blue,White,Male,Yes,35,"2007, May",Marvel
16899,Jake Olsen ,Public,Good,Blue,Red,Male,Yes,1,"1990, January",DC
16900,Abner ,Public,Good,Black,Brown,Male,Yes,1,"1989, November",Marvel
16901,Chief Authier ,Non-dual,Good,Brown,Blond,Male,Yes,5,"1997, December",Marvel
16902,Harmony Young ,Public,Good,Blue,Black,Female,Yes,28,"1978, April",Marvel
16903,Bettie Reynolds ,Public,Good,Brown,Blond,Female,Yes,4,"2009, December",DC
16904,Thunderboot ,Secret,Bad,Brown,Red,Male,Yes,1,"1967, April",Marvel
16905,Supreme Pontiff ,Secret,Neutral,Hazel,Black,Male,Yes,3,"2002, January",Marvel
16906,Lon Draga ,Public,Bad,Blue,White,Male,No,1,"1942, August",Marvel
16907,Jessie ,Public,Good,Blue,Brown,Female,Yes,14,"2003, June",Marvel
16908,Lazarus Lane ,Secret,Good,Blue,Black,Male,No,41,"1970, November",DC
16909,Lanie ,Secret,Good,Blue,Brown,Female,Yes,1,"2011, February",Marvel
16910,Roger Vane ,Secret,Good,Green,Brown,Male,Yes,1,"1968, December",Marvel
16911,Phantasm II ,Public,Bad,Blue,Brown,Unknown,No,21,"1992, March",DC
16912,Raptra ,Secret,Good,Yellow,No,Female,Yes,7,"2001, December",Marvel
16913,Celia Windward ,Public,Good,Black,Black,Female,Yes,29,"1988, January",DC
16914,Moonshade ,Secret,Bad,Black,Black,Male,Yes,6,"1992, August",Marvel
16915,General Chasen ,Non-dual,Neutral,Blue,Brown,Male,Yes,7,"1975, May",Marvel
16916,Hermotha ,Secret,Bad,Blue,Black,Female,No,4,"2013, May",Marvel
16917,Iron Maiden ,Secret,Bad,Blue,Red,Female,Yes,2,"1999, April",Marvel
16918,Sabu ,Public,Good,Brown,Brown,Male,No,3,"1997, July",Marvel
16919,Manfred Haller ,Secret,Bad,Brown,Blond,Male,Yes,8,"1981, June",Marvel
16920,Red Shift ,Secret,Bad,Brown,Brown,Male,No,13,"1999, September",Marvel
16921,Skar ,Secret,Bad,Brown,No,Male,Yes,5,"1994, February",Marvel
16922,Nathaniel Finch ,Public,Bad,Black,Brown,Male,Yes,14,"1997, August",DC
16923,Stephen Colbert ,Public,Good,Brown,Black,Male,Yes,2,"2008, December",Marvel
16924,Whip ,Secret,Bad,Green,Brown,Female,Yes,7,"2009, May",DC
16925,Hydra Queen ,Secret,Bad,Green,Brown,Female,Yes,10,"2011, October",Marvel
16926,Kim Liang ,Public,Good,Blue,Black,Female,Yes,16,"1987, April",DC
16927,Fire ,Public,Neutral,Variable,Black,Unknown,Yes,2,"1981, July",Marvel
16928,Cecilia Cardinale ,Secret,Neutral,Brown,Brown,Female,Yes,16,"1988, October",Marvel
16929,Sureshot ,Secret,Good,Blue,Blond,Male,Yes,4,"1996, July",DC
16930,Sanji Yamamoto ,Public,Good,Brown,Brown,Male,Yes,1,"2003, October",Marvel
16931,Nebulon ,Secret,Bad,Red,No,Male,No,20,"1974, May",Marvel
16932,Alpha Ray ,Public,Bad,White,Grey,Male,Yes,1,"2005, March",Marvel
16933,Sian Bowen ,Public,Good,White,Brown,Female,Yes,2,"1989, March",Marvel
16934,Erich Paine ,Secret,Bad,Brown,Blond,Male,No,4,"2005, November",Marvel
16935,Daniel Smallwood ,Secret,Good,Brown,Brown,Male,Yes,5,"1983, August",Marvel
16936,John Harriman ,Non-dual,Bad,Blue,White,Male,Yes,1,"1946, June",Marvel
16937,Bruno ,Secret,Good,Blue,Brown,Male,Yes,5,"1999, April",DC
16938,Id ,Secret,Bad,White,Grey,Male,No,4,"2011, April",Marvel
16939,Gregor Buhkarov ,Secret,Good,Brown,Brown,Male,Yes,12,"1980, October",Marvel
16940,Settler III ,Secret,Bad,Brown,Brown,Male,Yes,1,"2010, December",DC
16941,Father ,Public,Bad,Green,Bald,Male,No,11,"2011, May",Marvel
16942,Jeremy Mchele ,Public,Good,Brown,Black,Male,Yes,6,"1991, January",Marvel
16943,Pietr Brenovich ,Public,Bad,Brown,White,Male,Yes,3,"1986, December",DC
16944,Sayd ,Public,Good,Green,White,Female,Yes,41,"2007, August",DC
16945,Sam Klein ,Public,Neutral,Blue,Brown,Male,Yes,2,"2004, July",Marvel
16946,Dorothy Walker ,Public,Bad,Green,Brown,Unknown,No,7,"1944, November",Marvel
16947,Kruun ,Public,Bad,Red,Bald,Male,Yes,11,"2007, February",Marvel
16948,Orville Smythe ,Non-dual,Bad,Blue,Grey,Male,Yes,1,"1974, February",Marvel
16949,Eluke ,Public,Good,White,Black,Male,No,2,"1980, July",Marvel
16950,Doctor Hatton ,Public,Neutral,Brown,Black,Male,Yes,1,"1990, August",Marvel
16951,Miles von Croft ,Secret,Bad,Blue,Black,Male,Yes,1,"1968, August",Marvel
16952,Maash ,Public,Bad,Black,White,Male,Yes,14,"2007, August",DC
16953,Faceoff ,Secret,Good,Blue,Brown,Male,Yes,2,"2010, December",DC
