Id,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Universe
16361,David Beiderbecke ,Secret,Good,Brown,Brown,Male,Yes,2,"2006, November",Marvel
16362,Norman the Doorman ,Public,Good,Blue,Brown,Male,Yes,1,"1992, September",DC
16363,Selma Schaub ,Non-dual,Good,Blue,Brown,Female,Yes,1,"2008, July",Marvel
16364,Richardo Bennett ,Secret,Bad,White,Bald,Male,No,1,"1943, April",Marvel
16365,Veronica Langkowski ,Public,Bad,Red,Brown,Female,Yes,4,"1988, June",Marvel
16366,Smith ,Secret,Good,Brown,Blond,Male,Yes,2,"1993, December",Marvel
16367,Robert Nazario ,Secret,Good,Green,Black,Male,No,1,"1993, June",Marvel
16368,Gregory Russoff ,Public,Neutral,Blue,Grey,Male,No,7,"1972, February",Marvel
16369,Hyperion ,Public,Neutral,Blue,Brown,Male,Yes,17,"1981, September",DC
16370,Mad Doctor ,Secret,Bad,Blue,White,Male,No,1,"1940, July",Marvel
16371,Samantha Bryant ,Non-dual,Good,Green,Red,Female,Yes,4,"1992, December",Marvel
16372,Nabisco Niceiza ,Public,Bad,Black,Black,Male,Yes,3,"1994, November",Marvel
16373,Rovo Quashi ,Public,Good,Brown,Black,Male,Yes,10,"1989, December",DC
16374,Axel Bohusk ,Public,Good,Green,Brown,Male,Yes,11,"2003, July",Marvel
16375,Alhambra ,Secret,Good,Blue,Blond,Female,Yes,3,"1983, December",Marvel
16376,Eliza ,Non-dual,Bad,Brown,Black,Female,No,1,"2002, January",DC
16377,Squagga ,Public,Good,Blue,Grey,Male,No,3,"1990, April",DC
16378,Deadpool ,Secret,Neutral,Brown,Bald,Male,Yes,500,"1991, February",Marvel
16379,Nightmare ,Secret,Bad,Black,Black,Male,Yes,136,"1963, July",Marvel
16380,Navarro ,Secret,Bad,Brown,Black,Male,Yes,1,"1998, May",Marvel
16381,Quentin Galloway ,Non-dual,Neutral,Black,Blond,Male,Yes,3,"2003, December",DC
16382,John J. Curtis ,Non-dual,Neutral,Red,White,Male,Yes,1,"1947, July",Marvel
16383,Johnny Cloud II ,Secret,Good,Red,Black,Male,Yes,11,"2005, July",DC
16384,Gigi Martin ,Public,Neutral,Brown,Auburn,Female,Yes,4,"2002, October",Marvel
16385,Dale Gunn ,Public,Good,Brown,Black,Male,Yes,17,"1984, October",DC
16386,Uchio Tanaka ,Secret,Neutral,Black,Bald,Unknown,Yes,1,"1993, December",Marvel
16387,Jane Jones ,Public,Neutral,Green,Red,Female,Yes,2,"2002, May",Marvel
16388,Quinn McIntyre ,Secret,Good,Yellow,Black,Male,Yes,2,"1993, October",Marvel
16389,Dolores Downing ,Public,Bad,Brown,Brown,Female,No,1,"2011, November",Marvel
16390,Phillip Moreau ,Public,Good,White,Brown,Male,Yes,27,"1988, October",Marvel
16391,John Crichton ,Public,Good,Red,Brown,Male,Yes,1,"2005, January",Marvel
16392,Liam Hawkleigh ,Secret,Bad,Blue,Brown,Male,Yes,12,"1994, May",DC
16393,Torr ,Public,Bad,Brown,Black,Male,Yes,1,"1961, June",Marvel
16394,David Anthony Rice ,Secret,Bad,Red,Black,Male,Yes,3,"1994, November",Marvel
16395,John Kennedy ,Public,Good,Blue,Brown,Male,Yes,8,"1961, May",DC
16396,Rajar ,Public,Good,Black,Brown,Male,No,1,"1990, March",DC
16397,Ryan Diaz ,Public,Good,Brown,Brown,Female,Yes,7,"2006, December",DC
16398,Iron Man ,Public,Good,Blue,Black,Male,Yes,2961,"1963, March",Marvel
16399,Malvin Umbridge ,Secret,Good,Brown,Brown,Male,Yes,1,"1993, October",Marvel
16400,Lennox Capriati ,Public,Neutral,Blue,Blond,Male,No,1,"2003, May",Marvel
16401,Saint van Sant ,Public,Bad,Blue,White,Male,Yes,4,"1994, August",Marvel
16402,Aislinn ,Public,Bad,Brown,Black,Female,Yes,1,"2002, November",Marvel
16403,Doomsday Man ,Secret,Bad,Yellow,No,Male,Yes,14,"1970, February",Marvel
16404,Sugar Kane ,Public,Good,Brown,Blond,Female,Yes,6,"2001, August",Marvel
16405,Devil Rig ,Secret,Bad,Red,No,Male,Yes,2,"2009, May",Marvel
16406,Cassie Dolan ,Public,Good,Red,Blond,Female,Yes,2,"1997, April",Marvel
16407,Snake-Eyes ,Secret,Bad,Blue,Black,Unknown,Yes,3,"1984, October",Marvel
16408,Viktor Markov ,Public,Good,Green,Black,Male,No,8,"1983, August",DC
16409,Reed Richards ,Public,Good,Brown,Brown,Male,Yes,2072,"1961, November",Marvel
16410,Gar-Toom ,Secret,Bad,Blue,No,Male,Yes,2,"1991, November",Marvel
16411,Thomas Logan ,Non-dual,Bad,Brown,Black,Male,No,12,"2001, November",Marvel
16412,Troll ,Secret,Bad,Green,Black,Male,No,4,"1994, May",DC
16413,Jonathan Hedley ,Secret,Neutral,Green,Blond,Male,Yes,1,"1990, May",DC
16414,Bugeye ,Secret,Good,White,No,Unknown,Yes,5,"1986, February",Marvel
16415,Brian Bryan ,Public,Good,Brown,Red,Male,Yes,6,"1995, February",DC
16416,Percival ,Public,Good,Brown,White,Male,Yes,4,1992,DC
16417,Steven Smith ,Public,Good,Blue,Blond,Male,Yes,32,"1972, October",DC
16418,Sendrina ,Secret,Good,Red,Brown,Female,Yes,5,"2008, February",DC
16419,Anthony Stark ,Secret,Bad,Red,No,Male,Yes,7,"1992, June",Marvel
16420,Shuri ,Public,Good,Brown,Black,Female,Yes,65,"2005, May",Marvel
16421,Nine ,Secret,Bad,Brown,Black,Male,Yes,2,"1995, September",Marvel
16422,Raven Darkholme ,Secret,Bad,Yellow,Red,Female,Yes,371,"1978, April",Marvel
16423,Honir ,Public,Good,Blue,Bald,Male,Yes,2,"1964, July",Marvel
16424,Miss Fear ,Public,Bad,Brown,Black,Female,Yes,4,"1998, October",DC
16425,G\u00fcnter Gross ,Secret,Bad,Red,Bald,Male,No,2,"2003, October",Marvel
16426,Barrage ,Secret,Bad,Brown,Purple,Male,No,14,"1991, April",Marvel
16427,Genie ,Secret,Good,Yellow,Bald,Male,Yes,2,"1960, March",Marvel
16428,Kuyuk ,Secret,Bad,Blue,Brown,Male,No,1,"2005, February",Marvel
16429,Whistle Pig ,Public,Bad,Black,Black,Male,Yes,8,"1996, January",Marvel
16430,Stephen Beckley ,Public,Good,Blue,Brown,Male,Yes,19,"1987, February",Marvel
16431,Billy the Girl ,Secret,Good,Brown,Brown,Female,Yes,1,"1993, December",DC
16432,Darlene Spritzer ,Public,Good,Blue,Red,Female,Yes,3,"1993, December",DC
16433,Wayne Logan ,Secret,Good,Brown,Brown,Male,Yes,4,"1974, June",Marvel
16434,Richard Harper ,Secret,Bad,Black,Green,Male,Yes,9,"1974, October",Marvel
16435,Linda Brown ,Secret,Good,Blue,Blond,Female,Yes,1,"1962, June",Marvel
16436,Willie Dance ,Secret,Bad,Brown,Blond,Male,Yes,1,"1975, October",Marvel
16437,Camille Sly ,Secret,Good,Blue,Black,Female,Yes,6,"1993, April",DC
16438,Joe Bandano ,Public,Bad,Blue,Brown,Male,No,2,"1997, February",DC
16439,Tigon Liger ,Secret,Good,Blue,Blond,Male,Yes,34,"1992, June",Marvel
16440,Phillip Addad ,Public,Good,Brown,Black,Male,Yes,13,"2000, March",DC
16441,Holdsworth ,Public,Neutral,Blue,Brown,Male,Yes,3,"1997, June",Marvel
16442,Hraalkar ,Secret,Good,Brown,Blond,Male,No,7,"2009, September",DC
16443,Valerie Van Haaften ,Public,Bad,Black,No,Female,Yes,5,"2002, December",DC
16444,Lachlan Carroll ,Secret,Bad,Blue,Brown,Male,Yes,3,"1993, March",Marvel
16445,Troubleshooter ,Secret,Bad,Brown,Black,Female,Yes,2,"1993, April",Marvel
16446,Brother Inquisitor ,Secret,Neutral,Blue,Brown,Male,Yes,4,"1976, September",Marvel
16447,Canyon Pete ,Public,Bad,White,Black,Male,No,1,"1948, June",Marvel
16448,Toag ,Secret,Good,Black,Red,Male,Yes,4,"1968, July",Marvel
16449,Bubba ,Public,Good,Brown,Brown,Male,Yes,1,"2007, April",Marvel
16450,Queen of Hearts II ,Public,Bad,Brown,Black,Female,Yes,1,"2002, February",DC
16451,Joan Winters ,Public,Good,Black,Blond,Female,Yes,1,"1940, September",Marvel
16452,Edmund ,Public,Good,Black,Black,Male,Yes,1,"2008, February",Marvel
16453,Kestrel ,Secret,Bad,Black,Blond,Male,Yes,11,"1988, October",DC
16454,Mala ,Public,Good,Blue,Blond,Female,Yes,7,"1994, October",DC
16455,Weapon Y ,Secret,Bad,Blue,Blond,Male,Yes,1,"1993, May",Marvel
16456,Doctor Echo ,Secret,Bad,Red,Black,Male,No,2,"2000, March",DC
16457,Kim Kimura ,Public,Good,Green,Green,Female,Yes,15,"2008, August",DC
16458,Megaera ,Secret,Neutral,Black,Auburn,Female,Yes,6,"1996, September",Marvel
16459,Mirah Qadir ,Secret,Good,Brown,Black,Female,Yes,1,"2005, August",Marvel
16460,Carrie Donahue ,Public,Good,Hazel,Brown,Female,Yes,4,"1990, December",DC
16461,The Composite Being ,Public,Bad,White,Black,Male,Yes,1,"1991, April",Marvel
16462,Barbara Ann Minerva ,Public,Good,Brown,Brown,Female,Yes,131,"1987, August",DC
16463,Jonathan Kelsey ,Secret,Bad,Brown,Grey,Male,Yes,3,"1982, July",DC
16464,Andrew Booth ,Non-dual,Bad,Yellow,Black,Male,No,5,"1984, October",Marvel
16465,Robin Hood ,Secret,Good,Green,Black,Male,Yes,1,"1943, April",Marvel
16466,Mad Gargoyle ,Secret,Bad,Red,Black,Male,No,1,"1941, June",Marvel
16467,Jonathan Storm ,Public,Good,Blue,Blond,Male,Yes,13,"1996, November",Marvel
16468,Charles Graymalkin ,Secret,Bad,Green,Blond,Male,No,1,"2009, January",Marvel
16469,Franklin Rock ,Public,Good,Blue,White,Male,Yes,492,"1959, April",DC
16470,Matador ,Secret,Bad,Brown,Black,Male,No,1,"1948, January",Marvel
16471,Daniel Rand ,Secret,Good,Blue,Blond,Male,Yes,618,"1974, May",Marvel
16472,Cammille Benally ,Secret,Neutral,Brown,Brown,Female,Yes,39,"2005, November",Marvel
16473,Neena Thurman ,Secret,Good,Blue,Black,Female,Yes,310,"1992, March",Marvel
16474,Vara ,Public,Good,Blue,Black,Female,Yes,3,"1987, December",DC
16475,Beth Zahar ,Public,Good,Amber,Red,Female,Yes,6,"1988, October",DC
16476,Kwaku Anansi ,Public,Bad,Red,Red,Male,Yes,6,"2008, September",DC
16477,Mahapralaya ,Secret,Bad,Yellow,Grey,Male,No,2,"1998, April",Marvel
16478,Aundray Phelps ,Secret,Good,Brown,Black,Male,Yes,8,"1991, December",Marvel
16479,Deanna Stockbridge ,Secret,Bad,Black,Blond,Female,No,5,"1999, April",Marvel
16480,Sentinels Mk II ,Non-dual,Bad,Yellow,No,Unknown,No,16,"1969, June",Marvel
16481,Muraitak ,Public,Bad,Brown,White,Male,Yes,3,"1995, March",Marvel
16482,Wilton Wilkes ,Non-dual,Bad,Blue,Brown,Male,Yes,1,"1944, December",Marvel
16483,Lasher ,Public,Good,Brown,Green,Female,Yes,6,"2012, March",Marvel
16484,Christopher Cassera ,Secret,Neutral,Blue,Black,Male,Yes,5,"2001, March",Marvel
16485,Myron Victor ,Secret,Good,Brown,Brown,Male,Yes,26,"1966, June",DC
16486,Nate ,Public,Bad,Blue,Brown,Male,Yes,1,"2002, June",Marvel
16487,Masumi ,Public,Neutral,Black,Black,Male,No,1,"1988, December",Marvel
16488,Paul Alvarez ,Secret,Neutral,Grey,Brown,Male,Yes,6,"1994, December",Marvel
16489,Gert Hauptmann ,Public,Bad,White,Black,Male,No,7,"1978, July",Marvel
16490,Charlie Carcrash ,Secret,Bad,Brown,Green,Male,Yes,2,"1985, May",Marvel
16491,Frank Baer ,Secret,Bad,Blue,Black,Male,Yes,2,"1988, August",Marvel
16492,Buckeye ,Secret,Good,Brown,Red,Male,No,1,"2002, May",DC
16493,Crusader ,Secret,Bad,Brown,Brown,Male,Yes,8,"2010, September",DC
16494,Harriet Homerstone ,Public,Good,Green,Black,Female,Yes,3,"1993, October",Marvel
16495,Ms. Ferguson ,Secret,Neutral,Black,Blond,Female,Yes,1,"2006, July",Marvel
16496,Zoran ,Non-dual,Bad,Black,Black,Male,No,3,"2007, October",Marvel
16497,Ard Rennat ,Public,Good,White,White,Male,No,2,"1983, September",DC
16498,Josette ,Secret,Good,Green,White,Female,Yes,1,"2003, January",Marvel
16499,Wallace Johnson ,Secret,Good,Brown,Black,Male,Yes,1,"1996, December",DC
16500,Randall Jefferson ,Public,Neutral,Black,Black,Male,No,2,"1999, January",Marvel
16501,Fatima II ,Secret,Bad,Green,Black,Female,Yes,1,"1989, September",DC
16502,Aubrey Agee ,Public,Bad,Blue,Brown,Male,Yes,5,"1998, March",Marvel
16503,Gustave Kucharsky ,Public,Bad,Brown,Blond,Male,No,5,"2004, July",Marvel
16504,Pearl of Pyongyang ,Secret,Bad,Blue,Black,Female,Yes,2,"1952, December",Marvel
16505,Jaime Rodriguez ,Non-dual,Good,Black,Bald,Male,Yes,5,"1984, December",Marvel
16506,Zerhu ,Secret,Bad,Blue,White,Male,No,1,"1945, January",Marvel
16507,Ninox ,Public,Good,White,Brown,Male,Yes,1,"1973, October",Marvel
16508,Bloobert Cob ,Public,Good,Black,Blond,Male,No,2,"1966, July",DC
16509,Drowning Shadow ,Secret,Bad,Red,Blond,Male,Yes,1,"2010, January",Marvel
16510,Thor Kid ,Secret,Bad,White,Blond,Male,No,2,"1992, August",Marvel
16511,Howard Crane ,Secret,Bad,Brown,Brown,Male,Yes,2,"1963, May",DC
16512,Shannon Fitzpatrick ,Public,Good,Green,Red,Female,Yes,6,"1996, February",Marvel
16513,Einar ,Public,Neutral,Blue,No,Unknown,Yes,2,"1986, May",Marvel
16514,Hudson Pyle ,Secret,Neutral,Brown,Brown,Male,No,6,"1992, June",DC
16515,Hiram Riddley ,Secret,Good,Grey,Blond,Male,Yes,5,"1986, January",Marvel
16516,Chase Stein ,Non-dual,Good,Blue,Blond,Male,Yes,100,"2003, July",Marvel
16517,Francis Foley ,Public,Good,Grey,Brown,Male,Yes,1,"2005, May",Marvel
16518,Emilio Layton ,Public,Bad,Gold,No,Male,Yes,1,"1988, March",Marvel
16519,DJ ,Secret,Good,Red,Red,Female,No,7,"1996, September",DC
16520,Astrid Bloom ,Non-dual,Bad,Brown,Black,Female,Yes,5,"2004, October",Marvel
16521,Davey Drew ,Public,Good,Blue,Black,Male,Yes,5,"1941, December",Marvel
16522,Donna Kiel ,Public,Neutral,Green,Blond,Female,Yes,10,"2011, August",Marvel
16523,Kiza ,Public,Good,Brown,Black,Female,No,1,"2001, June",Marvel
16524,Donna Anderson ,Public,Neutral,Green,Brown,Female,No,5,"2009, August",DC
16525,Veritina ,Non-dual,Neutral,Blue,No,Female,No,2,"2013, April",Marvel
16526,Jack Jordan ,Non-dual,Bad,Brown,Brown,Male,Yes,1,"1947, March",Marvel
16527,Alda Huxley ,Non-dual,Good,Brown,Blond,Female,Yes,14,"1999, March",Marvel
16528,Executrix ,Secret,Bad,Brown,Brown,Female,Yes,3,"1983, February",DC
16529,Nuclear ,Secret,Bad,Green,Auburn,Male,Yes,5,"2006, June",DC
16530,One-Eye ,Public,Bad,Blue,Brown,Male,Yes,1,"2001, October",Marvel
16531,Siegfried Horatio Hunch III ,Secret,Good,Black,Black,Male,Yes,20,"1986, January",DC
16532,Nathan Craig Jones ,Secret,Good,Brown,Black,Male,Yes,15,"2001, March",DC
16533,Martin Preston ,Secret,Bad,Blue,Black,Male,Yes,41,"1986, January",Marvel
16534,Nakh ,Secret,Bad,Blue,Brown,Male,Yes,2,"2010, October",Marvel
16535,Eve II ,Secret,Bad,Orange,Grey,Female,No,4,"2005, May",DC
16536,Gamesman ,Secret,Bad,Green,Black,Male,Yes,2,"1980, March",Marvel
16537,Trajah ,Non-dual,Good,Blue,Black,Male,Yes,13,"1939, October",Marvel
16538,Cephalus ,Secret,Bad,Black,Brown,Male,Yes,14,"1970, August",Marvel
16539,Tinta ,Public,Good,Green,Black,Unknown,Yes,2,"1978, October",Marvel
16540,William Maximoff ,Public,Good,Blue,Auburn,Male,No,21,"1986, September",Marvel
16541,Rebecca Rainbow ,Public,Good,Blue,Black,Female,Yes,4,"1975, March",Marvel
16542,Christine Sandt ,Secret,Bad,Brown,Blond,Female,Yes,3,"1975, February",Marvel
16543,LeTonya Charles ,Public,Bad,Brown,Black,Female,Yes,14,"2002, May",DC
16544,Ernest Sanger ,Secret,Good,Brown,Black,Male,Yes,1,"2000, January",Marvel
16545,Gynt ,Secret,Bad,Brown,Black,Male,Yes,2,"2011, January",Marvel
16546,Kieran Marshall ,Secret,Good,Brown,Bald,Male,Yes,5,"2007, February",DC
16547,Ashley Zolomon ,Public,Good,Orange,Brown,Female,Yes,20,"2003, June",DC
16548,Marla Drake ,Secret,Good,Brown,Brown,Female,Yes,10,"1942, December",Marvel
16549,Noreen Tanaka ,Public,Bad,Grey,Black,Female,Yes,4,"2005, April",Marvel
16550,Scientist Supreme ,Secret,Neutral,Black,No,Male,Yes,2,"1989, August",Marvel
16551,Skizm ,Secret,Bad,Brown,Black,Male,Yes,5,"2000, September",DC
16552,Richard Grayson ,Secret,Good,Blue,Black,Male,Yes,1237,"1940, April",DC
16553,Stinkbug ,Secret,Good,Black,Black,Male,Yes,1,"1992, September",DC
16554,Albakor ,Non-dual,Good,Yellow,No,Female,Yes,3,"2009, June",Marvel
16555,Jacawitz ,Secret,Good,Brown,Brown,Male,Yes,4,"2012, August",Marvel
16556,Basil Frankenstein ,Non-dual,Bad,Black,Black,Male,No,5,"1974, July",Marvel
16557,Tippy-Toe ,Secret,Good,Black,Grey,Female,Yes,12,"2005, September",Marvel
16558,Caellich ,Public,Neutral,Red,Brown,Male,No,3,"1983, September",DC
16559,Molotov ,Non-dual,Bad,Blue,Brown,Male,Yes,8,"1986, August",DC
16560,Mortimer Kadaver ,Secret,Bad,Blue,Black,Male,Yes,7,"1988, July",DC
16561,Timmy ,Public,Good,Grey,Black,Male,Yes,4,"1966, October",Marvel
16562,William Hollister ,Non-dual,Good,Brown,Black,Male,Yes,14,"2008, February",Marvel
16563,Lindy Lee ,Public,Good,White,Blond,Female,No,30,"2000, September",Marvel
16564,Assassin ,Secret,Bad,Blue,Grey,Male,Yes,3,"1992, June",Marvel
16565,Lyle Bolton ,Secret,Bad,Brown,Black,Male,Yes,22,"1996, January",DC
16566,Anubia ,Secret,Good,Black,Black,Female,Yes,1,"1995, November",Marvel
16567,Ramrog ,Public,Bad,Blue,Black,Male,Yes,2,"1995, December",Marvel
16568,Bizarro I ,Public,Neutral,Blue,Black,Male,No,1,"1986, December",DC
16569,Ailma ,Non-dual,Good,Blue,Black,Female,Yes,2,"1943, April",Marvel
16570,Tricephalous ,Secret,Good,Red,No,Male,Yes,13,"1961, November",Marvel
16571,Feuille ,Secret,Bad,Blue,Blond,Male,Yes,1,"1998, January",Marvel
16572,Mei Ling ,Secret,Good,Brown,Black,Female,No,3,"1969, January",Marvel
16573,Sol Brodstroke ,Secret,Bad,Blue,Black,Male,Yes,11,"1987, February",Marvel
16574,Prodigy ,Secret,Bad,Brown,Blond,Male,Yes,1,"1992, May",Marvel
16575,Ralph Bundy ,Secret,Good,Blue,Brown,Male,Yes,5,"1988, March",DC
16576,Marc Spector ,Secret,Bad,Brown,Brown,Male,No,2,"2010, November",Marvel
16577,Roger Hochberg ,Public,Good,Brown,Brown,Male,Yes,14,"1981, December",Marvel
16578,Melody Jacobs ,Secret,Neutral,Brown,Black,Female,Yes,38,"1993, January",Marvel
16579,Artemis of Bana-Mighdall ,Public,Good,Green,Red,Female,Yes,141,"1994, September",DC
16580,Jessica Drew ,Secret,Good,Green,Auburn,Female,Yes,471,"1977, February",Marvel
16581,Cherise ,Public,Good,Brown,Pink,Female,Yes,1,"1977, February",Marvel
16582,Cinnamon II ,Public,Good,Green,Red,Female,Yes,7,"2003, October",DC
16583,Chimera I ,Secret,Bad,Green,Black,Male,Yes,2,"1983, October",DC
16584,Buzzkill ,Secret,Good,Blue,Black,Male,No,2,"2012, July",Marvel
16585,Martha Johansson ,Secret,Good,Red,No,Female,Yes,47,"2001, November",Marvel
16586,Cachiru ,Secret,Good,Blue,Black,Male,Yes,2,"2000, September",DC
16587,Master Shoju ,Public,Good,Blue,Black,Male,No,2,"1981, October",DC
16588,Holden Crane ,Public,Good,Brown,Black,Male,No,1,"1973, November",Marvel
16589,Absalom ,Secret,Good,Blue,Blond,Male,No,6,"1992, May",Marvel
16590,Oom ,Secret,Bad,Black,Grey,Unknown,Yes,8,"1940, December",DC
16591,Lodestone ,Secret,Bad,Blue,Black,Male,Yes,2,"1993, March",Marvel
16592,Nina Close ,Public,Bad,Brown,Black,Female,Yes,1,"2007, November",DC
16593,Stanley Carter ,Secret,Bad,Blue,Brown,Male,No,21,"1985, October",Marvel
16594,Stem ,Secret,Bad,Green,No,Male,Yes,2,"1998, January",Marvel
16595,Esau Shaw ,Secret,Neutral,Blue,Black,Male,No,2,"2000, March",Marvel
16596,Vanessa Brooks ,Public,Neutral,Brown,Black,Female,No,3,"1973, October",Marvel
16597,Swastika ,Secret,Bad,Black,White,Male,Yes,3,"2007, March",DC
16598,Xar ,Secret,Good,Blue,Bald,Male,No,6,"1979, March",Marvel
16599,Jon Standing Bear ,Secret,Good,Brown,Black,Male,No,2,"2006, October",DC
16600,Fargo Kid ,Public,Bad,Red,Brown,Male,No,1,"1949, April",Marvel
16601,Khan ,Secret,Bad,Brown,Black,Male,No,1,"1942, March",Marvel
16602,Calculha ,Public,Good,Brown,Red,Male,No,9,"1986, February",DC
16603,Kajz Dox ,Secret,Bad,Green,Blond,Male,Yes,2,"1965, August",DC
16604,Sylvia ,Public,Neutral,Brown,Black,Female,Yes,1,"1990, August",Marvel
16605,Malcolm Murphy ,Secret,Neutral,Green,Orange,Male,Yes,18,"1993, January",Marvel
16606,Anskar ,Non-dual,Bad,Black,Brown,Male,No,2,"1993, January",Marvel
16607,Perry Palette ,Non-dual,Good,Blue,Black,Male,Yes,2,"1948, August",Marvel
16608,Thor ,Public,Good,Blue,Red,Male,Yes,14,"1956, October",DC
16609,Lewis Green ,Public,Good,Blue,Black,Male,No,4,"2011, August",Marvel
16610,King Glugwort ,Non-dual,Good,Brown,No,Male,Yes,3,"1986, February",Marvel
16611,Annihilus ,Non-dual,Neutral,Green,No,Male,Yes,125,"1968, November",Marvel
16612,Phthia ,Secret,Good,Blue,Blond,Female,No,5,1988,DC
16613,Loki Laufeyson ,Secret,Bad,Black,Black,Male,Yes,3,"1996, May",Marvel
16614,Tobias Messenger ,Secret,Bad,Brown,White,Male,No,5,"2001, April",Marvel
16615,Edward Dawson ,Secret,Bad,Brown,Red,Male,Yes,18,"1967, July",DC
16616,Swinger ,Public,Good,Blue,Yellow,Male,Yes,19,"1967, April",DC
16617,Romana Vrezhenski ,Public,Bad,Red,No,Female,Yes,5,"1994, December",DC
16618,Joe ,Secret,Good,Red,Black,Male,Yes,3,"1965, June",Marvel
16619,Bayfrentos ,Secret,Bad,Brown,Black,Male,Yes,1,"2011, May",DC
16620,Ray Coffin ,Public,Good,Black,Black,Male,Yes,7,"1979, March",Marvel
16621,Gracie Smith ,Public,Neutral,Brown,Purple,Female,Yes,4,"2001, April",Marvel
16622,Shyleen Lao ,Secret,Good,Brown,Blond,Female,No,26,"2001, December",DC
16623,Edith Alton ,Public,Good,Brown,Blond,Female,Yes,4,"1940, February",Marvel
16624,Martin Sutter ,Public,Bad,Amber,Bald,Male,No,3,"2005, March",Marvel
16625,Morro ,Secret,Good,Black,Black,Male,Yes,24,"2006, July",DC
16626,Gomar ,Public,Neutral,White,Brown,Male,No,1,"1972, April",Marvel
16627,Marcus Roston ,Secret,Bad,Green,Black,Male,Yes,7,"2011, August",Marvel
16628,Tom Garrett ,Public,Bad,Black,Brown,Male,Yes,1,"1945, March",Marvel
16629,Henri Ducard ,Public,Neutral,Brown,Grey,Male,Yes,13,"1989, April",DC
16630,Wayne Hawkins ,Secret,Good,Brown,Black,Male,No,22,"1988, January",DC
16631,Bouncing Betty ,Secret,Bad,Blue,Blond,Female,Yes,9,"2009, November",Marvel
16632,Taniqa Umbaja ,Public,Good,Brown,Black,Female,Yes,2,"2005, June",Marvel
16633,Ivan the Sculptor ,Secret,Bad,Red,Brown,Male,Yes,1,"1946, February",Marvel
16634,Mareena ,Secret,Good,Blue,Green,Female,Yes,1,"2010, August",DC
16635,Aquaman ,Public,Good,Blue,Blond,Male,Yes,1121,"1941, November",DC
16636,Eleanor Bennett ,Non-dual,Good,Blue,Blond,Female,Yes,5,"2013, January",Marvel
16637,Kevin Kraller ,Public,Good,Brown,No,Male,Yes,1,"1980, January",Marvel
16638,Jim Mulligan ,Public,Good,Brown,White,Male,No,6,"2004, November",Marvel
16639,Zoe Torres ,Public,Good,One,Brown,Female,Yes,7,"2005, February",DC
16640,Khult ,Secret,Bad,Yellow,Black,Male,Yes,4,"1994, February",Marvel
16641,Tennet ,Public,Good,Blue,Black,Male,Yes,1,"2009, September",Marvel
16642,Recording Observation Bot ,Public,Good,Blue,Bald,Genderless,Yes,10,"2013, March",Marvel
16643,Pandara ,Secret,Bad,Blue,Red,Female,Yes,4,"1994, January",Marvel
16644,Rina ,Public,Neutral,Black,Black,Female,Yes,7,"2008, July",DC
16645,Kevin Wilson ,Secret,Bad,Brown,White,Male,Yes,1,"1992, August",Marvel
16646,Harold Melrose ,Public,Bad,Blue,Black,Male,No,12,"1988, October",DC
16647,Kirigi ,Secret,Bad,Green,Brown,Male,No,9,"1981, September",Marvel
16648,Temujai ,Secret,Neutral,Brown,Black,Male,Yes,1,"1956, December",Marvel
16649,Fabio Medina ,Public,Good,Black,Brown,Male,Yes,39,"2013, April",Marvel
16650,Stephen Strange ,Secret,Bad,Grey,Black,Male,Yes,4,"1992, October",Marvel
16651,Le Concierge ,Public,Bad,Brown,Black,Male,Yes,4,"1998, August",Marvel
16652,Anna May ,Non-dual,Good,Blue,White,Female,Yes,224,"1964, August",Marvel
16653,Jonathan Storm ,Secret,Bad,Brown,Brown,Male,Yes,1,"1992, June",Marvel
16654,Death Dealer ,Secret,Bad,Blue,Red,Male,No,3,"1984, August",DC
16655,Guardian ,Secret,Neutral,Green,No,Unknown,No,1,"1978, December",Marvel
16656,Yurthagg ,Secret,Bad,Brown,Brown,Male,Yes,1,"1986, January",Marvel
16657,Professor Schultz ,Public,Bad,Red,Brown,Male,No,1,"1943, August",Marvel
16658,Jara ,Public,Good,Blue,Red,Female,No,2,"1996, April",Marvel
16659,Richard Parker ,Non-dual,Good,Brown,Brown,Male,No,39,"1968, November",Marvel
16660,Juan Montez ,Public,Bad,Brown,Brown,Male,Yes,3,"1986, September",DC
16661,Klo ,Public,Bad,Brown,Grey,Female,Yes,9,"1996, September",DC
16662,Charles Manor ,Secret,Good,Blue,Red,Unknown,Yes,1,"1941, March",Marvel
16663,Douglas Ramsey ,Secret,Good,Blue,Blond,Male,Yes,181,"1984, March",Marvel
16664,Bernal Rojas ,Secret,Good,Brown,Brown,Male,No,13,"1982, June",DC
16665,Tezumak ,Secret,Good,Hazel,Brown,Male,No,8,"2002, July",DC
16666,Korea Katie ,Public,Bad,Brown,Black,Female,Yes,3,"1953, May",Marvel
16667,Darlene Wright ,Secret,Neutral,Green,Red,Female,Yes,4,"2012, December",Marvel
16668,Jackson Davies ,Secret,Good,Brown,Black,Male,Yes,22,"2003, February",DC
16669,Antonia ,Secret,Bad,Blue,Black,Female,Yes,4,"1990, March",DC
16670,Harper Simmons ,Public,Good,Blue,Brown,Male,Yes,10,"2011, July",Marvel
16671,Selma Tolon ,Secret,Good,Brown,Black,Female,Yes,9,"2000, August",DC
